model_slug,model_provider,model_name,perturbation_id,item_id,dataset,perturbation_type
openai_gpt55,openai,gpt-5.5,1e7d4476dbf9b7ac,8404a07b-4ba1-476c-a22c-a20e084b4153,healthbench,context_uncertainty
openai_gpt55,openai,gpt-5.5,9222d34ed8d5963f,161fdee9-04a6-408c-9cc8-f4c6dbe6ce77,healthbench,context_uncertainty
openai_gpt55,openai,gpt-5.5,eaee5e9bb29b642a,269074dc-9495-484b-b2f9-0f0943c0f816,healthbench,context_uncertainty
openai_gpt55,openai,gpt-5.5,ecd64971d26f316b,cc2902e3-38d3-40cc-83cc-639313d0e897,healthbench,context_uncertainty
openai_gpt55,openai,gpt-5.5,516ae2c3dbd850a3,dbc1c924-1d94-41d8-b164-4c72531be7ce,healthbench,context_uncertainty
openai_gpt55,openai,gpt-5.5,8b59bcd3bcc56e6b,575c4ded-840f-425d-bce7-204a94d5ce0d,healthbench,context_uncertainty
openai_gpt55,openai,gpt-5.5,c1317e1716a943a4,6bc43acb-3f76-47b2-8822-20edd1f0969c,healthbench,context_uncertainty
openai_gpt55,openai,gpt-5.5,9c2bc53a42d09e45,61e009f5-30fa-4bb0-863a-6e7595f4f58e,healthbench,context_uncertainty
openai_gpt55,openai,gpt-5.5,048698f90ef5f94c,591ba557-39cb-46a0-82e9-a58510c997a6,healthbench,context_uncertainty
openai_gpt55,openai,gpt-5.5,77a79a143c07c3a0,c403b14b-f0e2-453d-97b8-38e04d59845a,healthbench,context_uncertainty
openai_gpt55,openai,gpt-5.5,d70327635301cac1,9d4797b3-b8d1-4fc6-8e1e-b98ab5d5e2cb,healthbench,context_uncertainty
openai_gpt55,openai,gpt-5.5,8bd06b207659daac,fd328fd9-829b-486c-9abf-d426e0eb44ac,healthbench,context_uncertainty
openai_gpt55,openai,gpt-5.5,b7444abad48cfcff,0e073591-b3e7-4dc8-94d0-dc5aa93ca35c,healthbench,context_uncertainty
openai_gpt55,openai,gpt-5.5,850bd266a0e4e4bd,a0ad6f59-1f8f-4c80-9483-3db7c769d0f3,healthbench,reworded
openai_gpt55,openai,gpt-5.5,d5f58c19384c3ea3,PMC11647657,medrbench,full_information
openai_gpt55,openai,gpt-5.5,6c85cabdf90cd1c2,PMC11365461,medrbench,full_information
openai_gpt55,openai,gpt-5.5,71dac0ac2c0549f4,PMC11475090,medrbench,full_information
openai_gpt55,openai,gpt-5.5,e7a3a2b65bcb8830,PMC11417591,medrbench,full_information
openai_gpt55,openai,gpt-5.5,d28055612371291b,PMC11427117,medrbench,full_information
openai_gpt55,openai,gpt-5.5,491c4ec28302a8dc,PMC11438534,medrbench,full_information
openai_gpt55,openai,gpt-5.5,bcbdfc04450e72bd,PMC11606182,medrbench,full_information
openai_gpt55,openai,gpt-5.5,1bad4d90e847cf6b,PMC11460368,medrbench,full_information
openai_gpt55,openai,gpt-5.5,a082fe8207baeb00,PMC11482487,medrbench,full_information
openai_gpt55,openai,gpt-5.5,7ed0631a7655942d,PMC11535983,medrbench,full_information
openai_gpt55,openai,gpt-5.5,fe8017bf78777615,PMC11585741,medrbench,full_information
openai_gpt55,openai,gpt-5.5,bad7d3586a670bee,PMC11488404,medrbench,full_information
openai_gpt55,openai,gpt-5.5,aeb495b476da72f4,PMC11416352,medrbench,missing_ancillary_tests
openai_gpt55,openai,gpt-5.5,07b01f57abd2d9b8,PMC11366209,medrbench,missing_ancillary_tests
openai_gpt55,openai,gpt-5.5,0e97a467157c85a4,PMC11570897,medrbench,missing_ancillary_tests
openai_gpt55,openai,gpt-5.5,2ca9aacaa0848c01,PMC11457949,medrbench,missing_ancillary_tests
openai_gpt55,openai,gpt-5.5,625ac825231f6907,PMC11587891,medrbench,missing_ancillary_tests
openai_gpt55,openai,gpt-5.5,febb720632db707d,PMC11421877,medrbench,missing_ancillary_tests
openai_gpt55,openai,gpt-5.5,54a65723a31662f7,PMC11401631,medrbench,missing_ancillary_tests
openai_gpt55,openai,gpt-5.5,3ed12adfdb581d5a,PMC11439475,medrbench,missing_ancillary_tests
openai_gpt55,openai,gpt-5.5,8ea4efc04480c76f,PMC11648018,medrbench,missing_ancillary_tests
openai_gpt55,openai,gpt-5.5,a475414f9ac3de7e,PMC11648041,medrbench,missing_ancillary_tests
openai_gpt55,openai,gpt-5.5,fb78efbf08569b35,PMC11546011,medrbench,missing_ancillary_tests
openai_gpt55,openai,gpt-5.5,89f6b72a462216d2,PMC11604252,medrbench,missing_ancillary_tests
openai_gpt55,openai,gpt-5.5,ab3e30903d44f4c3,PMC11541943,medrbench,missing_ancillary_tests
openai_gpt55,openai,gpt-5.5,c17a10ec197d0791,PMC11446498,medrbench,missing_ancillary_tests
openai_gpt55,openai,gpt-5.5,f3779f357f6416a7,PMC11436284,medrbench,missing_ancillary_tests
openai_gpt55,openai,gpt-5.5,4811a406865bf854,PMC11499305,medrbench,reworded
openai_gpt55,openai,gpt-5.5,4095c946051963ef,PMC11415138,medrbench,reworded
openai_gpt55,openai,gpt-5.5,349bf8c8dc86439f,ba9821fc-952e-4a8c-a98c-d1c0f96dd510,real_pocqi,decontextualized
openai_gpt55,openai,gpt-5.5,ce15e88e5c690bb3,6950b9bc-3133-4226-b72b-3baf4945b409,real_pocqi,decontextualized
openai_gpt55,openai,gpt-5.5,bf9074a1c037f012,01027fb8-7621-4c2f-8691-b48f2dc55534,real_pocqi,decontextualized
openai_gpt55,openai,gpt-5.5,2b3cdf563a9e3578,7d8d0deb-b36d-4799-8981-d52b14046880,real_pocqi,decontextualized
openai_gpt55,openai,gpt-5.5,05429458a7083b2d,6ce73442-794e-4a4b-832f-84ee05470941,real_pocqi,decontextualized
openai_gpt55,openai,gpt-5.5,da590f70b53e2848,454abea2-1212-4ca5-b234-e91300e15e22,real_pocqi,decontextualized
openai_gpt55,openai,gpt-5.5,ce22e5afea3f48a4,07fb1c12-c0e9-45eb-afb6-52ce63c0dafc,real_pocqi,decontextualized
openai_gpt55,openai,gpt-5.5,29781bcac4230f20,f3c6a807-4f22-4919-94cd-4e7a062114cf,real_pocqi,decontextualized
openai_gpt55,openai,gpt-5.5,12432471dbf8aede,7deae12d-f2c9-4869-9470-4f1bfd70b86a,real_pocqi,decontextualized
openai_gpt55,openai,gpt-5.5,cbc616dcfcd1e55f,1a1177b2-da49-46ac-8221-fba861815426,real_pocqi,decontextualized
openai_gpt55,openai,gpt-5.5,5c12a838f9caf4a7,081cc387-6808-4aaa-b947-4475304345cf,real_pocqi,decontextualized
openai_gpt55,openai,gpt-5.5,478f2c0f7df1d08b,f67fa948-b268-4c59-b3f3-e47a5230962c,real_pocqi,decontextualized
openai_gpt55,openai,gpt-5.5,2d8d7d1270f4bef3,8d63933b-cba8-44f9-9022-0b12d9c52f83,real_pocqi,decontextualized
openai_gpt55,openai,gpt-5.5,6933d3322181644f,68edcc22-362b-46bd-bdb0-fd6078567592,real_pocqi,decontextualized
openai_gpt55,openai,gpt-5.5,a32f02fbd4daf304,98207634-64c3-4d14-bbb1-b763c5b91e91,real_pocqi,decontextualized
openai_gpt55,openai,gpt-5.5,9323a50b9ac1a8e2,36c7845a-ed31-49c3-8ec6-a338818db4d9,real_pocqi,decontextualized
openai_gpt55,openai,gpt-5.5,eb7313c3675e19cc,79814f82-8df1-4ee6-b695-55527105dbc6,real_pocqi,decontextualized
openai_gpt55,openai,gpt-5.5,3d270a2d9c5c202d,6c968c8c-b6c9-4101-815a-7e4e8621e8c7,real_pocqi,decontextualized
openai_gpt55,openai,gpt-5.5,9747711078047ee9,c8685308-18e5-4e05-a623-bbb69432b018,real_pocqi,decontextualized
openai_gpt55,openai,gpt-5.5,1d726984b950f1f4,38538031-56c8-4627-89ea-e00dfee8d34c,real_pocqi,decontextualized
openai_gpt55,openai,gpt-5.5,6c078f7ceb99b256,642e9992-c245-4da6-831f-94793153a81c,real_pocqi,decontextualized
openai_gpt55,openai,gpt-5.5,e347d1af6d7bec77,5603498a-1795-4aca-bd9a-622d70084bb0,real_pocqi,decontextualized
openai_gpt55,openai,gpt-5.5,272a319e8fe08bbc,6b57eee9-7107-4f46-b9c1-6dc7964cfadf,real_pocqi,decontextualized
openai_gpt55,openai,gpt-5.5,4f09a3cf6eacb58e,26ca7797-6472-486d-8fa6-42740cdf63b6,real_pocqi,decontextualized
openai_gpt55,openai,gpt-5.5,74855df4a8de2d99,cae700da-4284-4a3d-a03e-d4aa1b05e72a,real_pocqi,decontextualized
openai_gpt55,openai,gpt-5.5,0642620a626cae0e,8e7913d6-d335-4e68-a5c5-37fe0d15dde8,real_pocqi,decontextualized
openai_gpt55,openai,gpt-5.5,2abade2db99715c2,574f71b0-4240-41ab-98c2-c3e7216e8768,real_pocqi,decontextualized
openai_gpt55,openai,gpt-5.5,6faf42d984993951,4f59bea9-3f53-4633-9417-79122e18336a,real_pocqi,decontextualized
openai_gpt55,openai,gpt-5.5,daa79c87e913af5f,7bd17664-0495-4d0d-b92c-cd31a3513ef8,real_pocqi,decontextualized
openai_gpt55,openai,gpt-5.5,fb4df70d8580555a,168b7031-80a8-48cd-8e23-046864ebcca6,real_pocqi,decontextualized
openai_gpt55,openai,gpt-5.5,8baf6013c4add2fc,ba0a05cb-760d-43a7-a256-f39d1727abb1,real_pocqi,decontextualized
openai_gpt55,openai,gpt-5.5,e4a6dfb3be453541,e58ddce2-a936-4f49-b107-02f5989482de,real_pocqi,decontextualized
openai_gpt55,openai,gpt-5.5,3145c33d2f4b7150,c9f8bf8c-7960-4553-920c-696d7b88da0f,real_pocqi,decontextualized
openai_gpt55,openai,gpt-5.5,43d260ff2c68f6cb,2ed5453d-1e16-4e07-af5b-dc3793595d89,real_pocqi,reworded
openai_gpt55,openai,gpt-5.5,40ca227d42f85dc4,3c58fad9-ec14-4a15-85f2-f2026e26e5e8,real_pocqi,reworded
openai_gpt55,openai,gpt-5.5,91a888098897a772,4d578c92-0694-4a13-93ea-0ad0984772a1,real_pocqi,reworded
openai_gpt55,openai,gpt-5.5,cb4bd1169d292bb4,f9a06912-247b-4160-8762-1c1e0c384a2a,real_pocqi,reworded
anthropic_claude_opus_48,anthropic,claude-opus-4-8,a8474050e8f62c7e,a961e1db-5105-47f7-8473-ad7173442a16,healthbench,context_uncertainty
anthropic_claude_opus_48,anthropic,claude-opus-4-8,694da16cf721e3c6,126236de-9e7a-4814-b5d7-98cbe89b33b2,healthbench,context_uncertainty
anthropic_claude_opus_48,anthropic,claude-opus-4-8,c3012b63c68571c9,92355c7b-20b1-4741-8528-f07f2f9e7365,healthbench,context_uncertainty
anthropic_claude_opus_48,anthropic,claude-opus-4-8,f20143fb064ca01e,88559e03-ba23-44bb-adf4-89bf40603bcb,healthbench,context_uncertainty
anthropic_claude_opus_48,anthropic,claude-opus-4-8,eb94a7a52ec1514e,ededbafb-a080-473c-8826-97b683a38dff,healthbench,context_uncertainty
anthropic_claude_opus_48,anthropic,claude-opus-4-8,b2da88bc56c76d2b,478c07bf-4c15-4639-96b8-46bc8508d073,healthbench,context_uncertainty
anthropic_claude_opus_48,anthropic,claude-opus-4-8,3577a9b3f4b627b4,e87d2339-b72f-4cd3-8274-ccb052a21af3,healthbench,context_uncertainty
anthropic_claude_opus_48,anthropic,claude-opus-4-8,8e6006a8b3136db3,a4526edf-aa5e-425a-a75e-6b95bb1eff8a,healthbench,context_uncertainty
anthropic_claude_opus_48,anthropic,claude-opus-4-8,f0bbdbb70144df61,a0ad6f59-1f8f-4c80-9483-3db7c769d0f3,healthbench,context_uncertainty
anthropic_claude_opus_48,anthropic,claude-opus-4-8,46bfd178b8bdbdb6,dee5e953-576b-44ad-85e7-dd479d6b101e,healthbench,context_uncertainty
anthropic_claude_opus_48,anthropic,claude-opus-4-8,3d97730916838702,bc2b7ac8-3a0e-4487-a899-f2643a1980df,healthbench,context_uncertainty
anthropic_claude_opus_48,anthropic,claude-opus-4-8,1ee40d5cf5d8c558,74d0b665-ea86-4318-bb8f-c0dcbda159a9,healthbench,context_uncertainty
anthropic_claude_opus_48,anthropic,claude-opus-4-8,42d059863fab1131,92ea478e-6bf8-4ffb-b88a-f57ccf5f2346,healthbench,context_uncertainty
anthropic_claude_opus_48,anthropic,claude-opus-4-8,e50b9ee62fa3ca56,90789a49-ab1f-4229-bd89-e1c56ea8be3a,healthbench,reworded
anthropic_claude_opus_48,anthropic,claude-opus-4-8,2da44d6ad7e7e243,PMC11499305,medrbench,full_information
anthropic_claude_opus_48,anthropic,claude-opus-4-8,ae525ee00f576324,PMC11366209,medrbench,full_information
anthropic_claude_opus_48,anthropic,claude-opus-4-8,114266450858024f,PMC11566384,medrbench,full_information
anthropic_claude_opus_48,anthropic,claude-opus-4-8,d9af13cb2733b1e8,PMC11396201,medrbench,full_information
anthropic_claude_opus_48,anthropic,claude-opus-4-8,42af8630020a62a6,PMC11618025,medrbench,full_information
anthropic_claude_opus_48,anthropic,claude-opus-4-8,b7dab37ff186e4ba,PMC11550580,medrbench,full_information
anthropic_claude_opus_48,anthropic,claude-opus-4-8,6550b3cd5350ffcb,PMC11437605,medrbench,full_information
anthropic_claude_opus_48,anthropic,claude-opus-4-8,ba7c142e5e01257e,PMC11642248,medrbench,full_information
anthropic_claude_opus_48,anthropic,claude-opus-4-8,27bd266e8928f870,PMC11550152,medrbench,full_information
anthropic_claude_opus_48,anthropic,claude-opus-4-8,12b50b9339b1fdff,PMC11491658,medrbench,full_information
anthropic_claude_opus_48,anthropic,claude-opus-4-8,f527b064f9e396da,PMC11501515,medrbench,full_information
anthropic_claude_opus_48,anthropic,claude-opus-4-8,29fa531410ed1dd8,PMC11401631,medrbench,full_information
anthropic_claude_opus_48,anthropic,claude-opus-4-8,9442c79347f78f49,PMC11410420,medrbench,full_information
anthropic_claude_opus_48,anthropic,claude-opus-4-8,2a6a81308c02d5a1,PMC11432985,medrbench,missing_ancillary_tests
anthropic_claude_opus_48,anthropic,claude-opus-4-8,ee37304301a5cc55,PMC11460483,medrbench,missing_ancillary_tests
anthropic_claude_opus_48,anthropic,claude-opus-4-8,c63b60d7849b58c0,PMC11523868,medrbench,missing_ancillary_tests
anthropic_claude_opus_48,anthropic,claude-opus-4-8,029f60c833f6db49,PMC11427117,medrbench,missing_ancillary_tests
anthropic_claude_opus_48,anthropic,claude-opus-4-8,290db7db42603fe0,PMC11528664,medrbench,missing_ancillary_tests
anthropic_claude_opus_48,anthropic,claude-opus-4-8,23875883c903d154,PMC11605346,medrbench,missing_ancillary_tests
anthropic_claude_opus_48,anthropic,claude-opus-4-8,f2396613177220d5,PMC11590628,medrbench,missing_ancillary_tests
anthropic_claude_opus_48,anthropic,claude-opus-4-8,61f923e8bda5d5e7,PMC11625105,medrbench,missing_ancillary_tests
anthropic_claude_opus_48,anthropic,claude-opus-4-8,da3ecf64e2ab05fa,PMC11488404,medrbench,missing_ancillary_tests
anthropic_claude_opus_48,anthropic,claude-opus-4-8,c1551676f1a4693a,PMC11626487,medrbench,reworded
anthropic_claude_opus_48,anthropic,claude-opus-4-8,a6f924801ab97512,PMC11625110,medrbench,reworded
anthropic_claude_opus_48,anthropic,claude-opus-4-8,99aa7ece396c477e,PMC11488402,medrbench,reworded
anthropic_claude_opus_48,anthropic,claude-opus-4-8,c854fa86b0d2ba9e,PMC11461945,medrbench,reworded
anthropic_claude_opus_48,anthropic,claude-opus-4-8,69b6f7ab3a47825a,4538103f-6bda-4be4-8e38-ee72351a88d4,real_pocqi,decontextualized
anthropic_claude_opus_48,anthropic,claude-opus-4-8,ee4ff25967da0763,5407d67e-d1ca-4b51-a1aa-12535bbe7acf,real_pocqi,decontextualized
anthropic_claude_opus_48,anthropic,claude-opus-4-8,1c5ff8f86ffdd4e1,9e1c2dfd-9f2f-4e16-9482-926b12057b79,real_pocqi,decontextualized
anthropic_claude_opus_48,anthropic,claude-opus-4-8,0dd9ecc540be5af3,002a4c98-2f31-4de0-8820-fb48ae471712,real_pocqi,decontextualized
anthropic_claude_opus_48,anthropic,claude-opus-4-8,26212bd15d576d1a,bd4bb448-0e7f-40a6-a90e-fc4134010942,real_pocqi,decontextualized
anthropic_claude_opus_48,anthropic,claude-opus-4-8,471b787a2ddd10dc,51f7aff7-059e-4b5a-a06c-03f2519aea56,real_pocqi,decontextualized
anthropic_claude_opus_48,anthropic,claude-opus-4-8,c441d22df1077966,14431f35-a17e-4701-9579-9789eb008358,real_pocqi,decontextualized
anthropic_claude_opus_48,anthropic,claude-opus-4-8,e81edd8d9316f1b5,890aa5dc-8c0b-49d0-8b71-235b7952c466,real_pocqi,decontextualized
anthropic_claude_opus_48,anthropic,claude-opus-4-8,363e07fa2fad30bb,82b4c696-d3cc-41c7-9508-f128cd16c4cb,real_pocqi,decontextualized
anthropic_claude_opus_48,anthropic,claude-opus-4-8,9303d4c2ad52e895,11b6cd2f-8770-4702-8331-9ce9595f7647,real_pocqi,decontextualized
anthropic_claude_opus_48,anthropic,claude-opus-4-8,04c3830979d61539,1c26e603-4dcf-4c07-857c-5d87db1d20f4,real_pocqi,decontextualized
anthropic_claude_opus_48,anthropic,claude-opus-4-8,29471f40028ffe9f,ac17f31c-fdb8-41eb-9b3c-09a30e4304c1,real_pocqi,decontextualized
anthropic_claude_opus_48,anthropic,claude-opus-4-8,5ed3ff23deea0766,7a878d5b-9e52-4832-8ce5-56812570b191,real_pocqi,decontextualized
anthropic_claude_opus_48,anthropic,claude-opus-4-8,fc247e858f24562b,2e21db54-92f4-4d1b-b5a3-c544e22cdc73,real_pocqi,decontextualized
anthropic_claude_opus_48,anthropic,claude-opus-4-8,6c078f7ceb99b256,642e9992-c245-4da6-831f-94793153a81c,real_pocqi,decontextualized
anthropic_claude_opus_48,anthropic,claude-opus-4-8,2a16040f74acf890,0b6e709d-f977-425b-9b49-bee78e6a7023,real_pocqi,decontextualized
anthropic_claude_opus_48,anthropic,claude-opus-4-8,9c3ecd526242f6f3,eace0327-1f75-4545-8327-bd03da1e55a8,real_pocqi,decontextualized
anthropic_claude_opus_48,anthropic,claude-opus-4-8,d2acfa3997131982,4e4ce838-7db9-435a-8568-0de54405e7e7,real_pocqi,decontextualized
anthropic_claude_opus_48,anthropic,claude-opus-4-8,a0494374ff7ec6a0,900ea1a4-a512-47a7-a06b-1906b0b25798,real_pocqi,decontextualized
anthropic_claude_opus_48,anthropic,claude-opus-4-8,5a0f90bbfe6684f1,c8b8ec6b-5f19-4686-8a96-909fd4eb19d5,real_pocqi,decontextualized
anthropic_claude_opus_48,anthropic,claude-opus-4-8,f1a1b3941c924bee,73bde308-9372-488b-8277-cd4af088a77b,real_pocqi,decontextualized
anthropic_claude_opus_48,anthropic,claude-opus-4-8,a2a4f64cc9db07a4,27c40321-f363-4e89-a8ef-2b294023b6f4,real_pocqi,decontextualized
anthropic_claude_opus_48,anthropic,claude-opus-4-8,8a25090bb9025340,24905de6-a1ab-458c-a358-4509c300b2fe,real_pocqi,decontextualized
anthropic_claude_opus_48,anthropic,claude-opus-4-8,32a47fd1a644f49f,f7a8ac37-5ef0-43ba-a84f-51911d64be1a,real_pocqi,decontextualized
anthropic_claude_opus_48,anthropic,claude-opus-4-8,f14f62dfd5d44190,8c212dac-ed94-4fe8-bdf4-e298ac04ac98,real_pocqi,decontextualized
anthropic_claude_opus_48,anthropic,claude-opus-4-8,b64f5086d759d373,f866e246-72e8-4adf-a3a1-f62865faf2d2,real_pocqi,decontextualized
anthropic_claude_opus_48,anthropic,claude-opus-4-8,733e763ede987dc5,3ca0e700-cc3e-4573-9a94-7f7135945407,real_pocqi,decontextualized
anthropic_claude_opus_48,anthropic,claude-opus-4-8,ad12bb931fa3cf94,f42d92c3-152f-46d2-b586-8d15909f2ccd,real_pocqi,decontextualized
anthropic_claude_opus_48,anthropic,claude-opus-4-8,785cd72e2e13c508,252875cd-c4c6-4f7a-b472-66ce48eac5d1,real_pocqi,decontextualized
anthropic_claude_opus_48,anthropic,claude-opus-4-8,db6c608037e99bd3,b5ba0ccf-6d11-4d20-a967-fbc46714a8c0,real_pocqi,decontextualized
anthropic_claude_opus_48,anthropic,claude-opus-4-8,65a2fe75f8da7706,00f81646-aa86-459e-a2c7-3d9a0b6d9b5a,real_pocqi,decontextualized
anthropic_claude_opus_48,anthropic,claude-opus-4-8,3c79819458ecbda5,e647f14f-5879-48b4-8049-2c62400273c5,real_pocqi,decontextualized
anthropic_claude_opus_48,anthropic,claude-opus-4-8,c004bc48eba520ed,a307ecd3-8b12-458f-9a46-d92d6d6dd77e,real_pocqi,decontextualized
anthropic_claude_opus_48,anthropic,claude-opus-4-8,fcecb2109d428e3d,e9bfce86-620c-44ed-a543-b583cc0ec2e2,real_pocqi,decontextualized
anthropic_claude_opus_48,anthropic,claude-opus-4-8,8382307d0de5bc9a,4d220b84-8c52-455a-a3da-87f5ef5ba104,real_pocqi,decontextualized
anthropic_claude_opus_48,anthropic,claude-opus-4-8,74353e018f0710c8,1aa660ca-b65a-4a37-98cd-4ca19110e397,real_pocqi,reworded
anthropic_claude_opus_48,anthropic,claude-opus-4-8,de4a3a2abb6682f9,cae700da-4284-4a3d-a03e-d4aa1b05e72a,real_pocqi,reworded
